pair,covisibility,fundamental_matrix
25930528_6781762-12447860_7511693888,0.633,1.82294736e-01 -1.45193058e+00 1.62027646e+03 1.23997819e+00 5.12949747e-01 1.11180823e+03 -1.38158427e+03 -2.09769838e+03 2.16929359e+05
21526113_4379776807-05907640_5576489463,0.655,-2.78872257e-01 -2.27123560e-01 9.20139548e+02 5.16456618e-01 -1.69736795e-01 6.81436739e+02 -9.50787239e+02 1.41697081e+01 -4.91063371e+04
63135281_5801848783-27632173_1671275972,0.684,5.79552780e-01 -9.79795405e-01 4.05448811e+02 8.36541368e-01 2.78215897e-01 2.59779789e+02 -7.02297307e+02 -5.74594635e+02 -1.52514023e+05
63135281_5801848783-63027789_7461595968,0.617,-1.25148633e-01 4.49896197e-02 2.31787789e+02 -6.14151479e-03 1.85354501e-01 -7.62938522e+02 -4.67898328e+02 2.90565462e+02 3.49273220e+05
63135281_5801848783-54627819_131932061,0.614,-2.09396464e-01 3.22747009e-02 -6.63949273e+02 -6.02144141e-01 7.92615737e-02 -1.91007962e+03 -6.83907881e+01 2.75951067e+03 -5.13919479e+04
63135281_5801848783-54933845_5249908477,0.68,-1.13252577e+00 2.44419181e+00 -1.55711131e+03 -2.11422706e+00 -7.43865612e-01 6.89650705e+02 1.22670949e+03 4.91784019e+01 -1.40968522e+05
63027789_7461595968-42578175_457568876,0.641,-4.31007394e-02 3.65981598e-01 -5.15174450e+02 -3.20950333e-01 4.41820957e-02 9.14499922e+01 5.55289476e+02 -1.32412675e+02 -7.62257254e+04
63027789_7461595968-05907640_5576489463,0.652,-6.37541236e-03 2.04223708e-01 -1.82112405e+02 -1.92853830e-01 1.83106803e-02 1.06342599e+02 1.85167429e+02 -8.91127442e+01 -3.68924614e+04
63027789_7461595968-40864945_6371463665,0.65,9.17615480e-03 2.65365195e-02 2.06176953e+01 -3.43010549e-03 -1.22908380e-02 1.15550696e+02 -3.79557384e+01 -1.11385235e+02 -1.02221211e+03
63027789_7461595968-39664712_6371434217,0.615,9.79979519e-03 2.70161477e-02 1.39188056e+01 -1.27315914e-03 -1.46700352e-02 1.21988398e+02 -3.97952737e+01 -1.14665654e+02 -1.52695975e+03
63027789_7461595968-40100536_3431142134,0.648,-3.82114469e-02 -1.21117567e+00 5.80929888e+02 1.35034375e+00 -1.22878317e-01 7.69654893e+02 -7.32056423e+02 -8.39819830e+02 3.25222074e+04
63027789_7461595968-49331387_5131734970,0.616,8.66725274e-02 -4.61610566e+00 4.75571740e+03 2.94474956e+00 -1.10341950e+00 -3.81663961e+03 -3.68490048e+03 5.58877909e+03 3.06800969e+05
62920559_282422375-26362358_4619718880,0.692,4.35361432e-01 6.30228031e+00 -7.92273348e+03 -6.74547851e+00 -3.02545609e+00 9.22101457e+03 1.09279936e+04 -7.15278830e+03 -4.75090457e+05
62920559_282422375-21526113_4379776807,0.696,-4.37025940e+00 2.60908584e+00 4.21142674e+02 -3.64444946e+00 -6.64578318e+00 1.06008470e+04 1.04275224e+04 -2.81145136e+03 -4.97139363e+06
62920559_282422375-56240925_168522816,0.693,-3.43169259e+00 2.23964240e+00 8.47225254e+02 -4.72351836e+00 -4.77989236e+00 9.87227877e+03 9.01448158e+03 -4.43041725e+03 -3.83411714e+06
62920559_282422375-12447860_7511693888,0.605,2.60086868e-01 1.48476056e+00 -2.27226850e+03 -4.25047829e+00 -2.99941283e+00 1.00324235e+04 8.37678282e+03 -7.75058358e+03 -2.36011760e+06
62920559_282422375-50095073_6418366613,0.7,-7.43353976e-01 7.16325355e+00 -9.56639204e+03 -7.24014827e+00 -2.57120099e+00 7.42062955e+03 1.02101338e+04 -3.67623072e+03 -3.10304085e+05
62920559_282422375-35298921_404896411,0.627,3.23538430e-02 5.63985024e+00 -6.42302623e+03 -6.19730127e+00 -2.15642987e+00 7.61318431e+03 8.73348382e+03 -6.20835741e+03 -2.41631568e+05
56240925_168522816-21196047_2425535608,0.646,-1.57026412e+00 -2.11848519e+00 4.23126967e+03 5.46263935e-01 -2.50618299e+00 -1.86981324e+03 2.32453314e+03 7.61948379e+03 -5.71376338e+06
56240925_168522816-42578175_457568876,0.639,1.42648891e-01 2.44789450e-01 -1.17278731e+03 -2.83320656e-01 2.25127495e-01 -9.41130246e+01 6.92056141e+02 -6.04693577e+02 4.16532785e+05
56240925_168522816-05907640_5576489463,0.602,5.85657424e-02 1.50825831e-01 -5.78028158e+02 -1.68665189e-01 1.42523798e-01 3.58074747e+01 3.09572348e+02 -3.48046476e+02 1.78385815e+05
56240925_168522816-40864945_6371463665,0.62,-3.29535092e-02 -2.25471293e-02 -1.83885569e+02 4.20089307e-02 2.16105755e-03 2.25673218e+02 2.81369210e+01 -2.33176362e+02 7.39829149e+04
56240925_168522816-39664712_6371434217,0.613,-3.68043604e-02 -2.10568597e-02 -1.95750541e+02 4.35993156e-02 -7.42891913e-03 2.25626238e+02 2.35656933e+01 -2.33949066e+02 7.74585164e+04
56240925_168522816-49331387_5131734970,0.656,-3.25954662e+00 -4.28052023e+00 8.75365044e+03 2.59521196e+00 -4.53827366e+00 -3.44109455e+03 -8.61025433e+01 9.31577944e+03 -3.95549557e+06
56240925_168522816-49809790_3475639998,0.689,-8.45282207e-01 -6.07408690e-01 -5.84462304e+02 2.51989954e-01 -3.53342569e-01 -2.70005092e+03 2.76144066e+03 1.58782064e+03 -2.23216165e+05
42578175_457568876-21526113_4379776807,0.617,-1.54142817e-01 1.85266715e-01 -3.31050795e+02 -1.34972379e-01 -5.85079234e-02 -1.16512923e+02 2.51010401e+02 3.88651847e+02 -3.11039031e+03
42578175_457568876-11122557_224876196,0.66,-3.94834352e-02 -1.31576844e+00 1.18327412e+03 1.24517911e+00 -8.47691446e-02 -8.25692859e+02 -1.34830376e+03 1.11799281e+03 -6.53143455e+03
42578175_457568876-27210738_2045590131,0.621,-5.55296679e-03 -4.60000724e-02 1.97310094e+02 1.18393819e-02 -2.41001068e-02 4.50286305e+02 -1.71769308e+02 -5.71590642e+02 3.44556148e+04
42578175_457568876-35298921_404896411,0.626,2.50639266e-03 3.01015456e-02 1.44991774e+02 -4.93717086e-02 2.63798358e-02 -3.30389779e+02 -1.90919342e+02 4.11784620e+02 -1.43114391e+04
92014338_3615980119-77411356_5025499049,0.609,-5.57214860e-02 -1.54498322e+00 1.54380215e+03 1.56443746e+00 -5.03564537e-02 -5.13028999e+02 -1.45840427e+03 6.18433944e+02 -8.53828279e+04
92014338_3615980119-70216940_11604373513,0.628,3.13685431e-01 1.34368445e+00 -2.20407113e+03 -4.54422413e+00 -1.89046457e+00 1.10009062e+04 4.79984827e+03 -7.08157992e+03 -8.09028990e+05
92014338_3615980119-64693381_4135965169,0.655,5.91084677e-02 -5.09611280e-01 4.52825154e+02 -4.25458181e+00 -2.31511037e+00 1.43652303e+04 6.13579455e+03 -1.01764011e+04 -4.44215933e+06
92014338_3615980119-64099927_10616457153,0.619,-2.60132699e-01 1.71456916e+00 -1.42659755e+03 -3.05748221e+00 -4.22468600e-01 8.38904341e+03 3.40799930e+03 -5.97838521e+03 -1.46527453e+06
92014338_3615980119-62920559_282422375,0.682,-1.89997983e-01 1.96524287e+00 -1.99024348e+03 -2.73755734e+00 -8.30590362e-01 6.76701058e+03 3.83416395e+03 -5.69443134e+03 -1.13848573e+06
92014338_3615980119-36009638_559975512,0.648,2.04716294e-02 1.09662513e+00 -1.37660112e+03 -2.17266654e+00 -9.79704390e-01 6.78406608e+03 3.45582699e+03 -6.33737615e+03 -1.25917700e+06
92014338_3615980119-49331387_5131734970,0.653,-6.71564707e-02 1.46866707e+00 -1.58134879e+03 -2.76378923e+00 -1.16903459e+00 8.16925268e+03 3.86925055e+03 -6.63782270e+03 -1.59940789e+06
11122557_224876196-05907640_5576489463,0.658,-2.21784589e-01 2.77527181e+00 -2.35726816e+03 -2.91390734e+00 -1.12119134e-01 2.66951717e+03 2.11858512e+03 -1.92388809e+03 -9.63936731e+04
11122557_224876196-10875736_10366156803,0.635,-1.35086737e-01 1.98276931e+00 -1.99925367e+03 -1.94700048e+00 -5.65791695e-02 6.41196474e+02 2.24542518e+03 -2.80563349e+02 -3.83730859e+05
79122962_6371534875-78796792_457569684,0.666,9.34187346e-03 5.44208977e-02 -2.07370108e+02 -8.55686620e-02 -1.69907160e-02 -6.02689843e+01 1.92157365e+02 6.93406653e+01 8.41450853e+03
79122962_6371534875-77522412_4780460527,0.669,8.71496283e-02 -1.17257501e+00 8.66623324e+02 9.62791167e-01 9.29056959e-02 1.05806261e+03 -6.84393474e+02 -9.19947656e+02 -1.94756504e+05
79122962_6371534875-64693381_4135965169,0.649,-3.76929897e-01 -4.45493954e+00 5.28601998e+03 4.59429103e+00 -4.80578780e-01 -1.87126209e+03 -5.67144390e+03 2.66158667e+03 -5.20160283e+04
79122962_6371534875-21526113_4379776807,0.638,-1.48680263e-01 2.54060496e-01 -4.86682195e+02 -1.37871835e-01 -5.62400910e-02 -1.03108837e+02 4.09912104e+02 4.30445351e+02 -7.51826315e+03
79122962_6371534875-63027789_7461595968,0.645,-5.04936125e-02 -2.53847812e-01 3.94549439e+02 2.95838155e-01 8.68126330e-03 -1.65996622e+02 -3.57893211e+02 1.75561360e+02 -6.91872296e+04
79122962_6371534875-56240925_168522816,0.607,4.43732065e-02 -1.28658311e-01 2.71804572e+02 1.21891358e-01 1.01550362e-01 -3.13811205e+02 -5.02390836e+02 6.18535576e+01 1.73677229e+05
79122962_6371534875-11122557_224876196,0.638,-1.48426395e-01 -1.31932843e+00 1.12872966e+03 1.24750213e+00 -1.38825110e-01 -9.02234040e+02 -1.15872997e+03 1.28331881e+03 -4.45979647e+04
79122962_6371534875-50095073_6418366613,0.674,-8.32313959e-02 -2.02943344e-01 -1.06762975e+03 1.01507319e-01 7.28694574e-02 -1.85639277e+03 1.12862215e+03 1.94545560e+03 -1.08568185e+05
79122962_6371534875-54933845_5249908477,0.688,2.18090705e-01 1.74968217e+00 -2.32400703e+03 -1.61645401e+00 2.09873435e-01 1.21315410e+03 9.05081169e+02 -9.18932441e+02 2.94487328e+05
79122962_6371534875-49331387_5131734970,0.66,-3.79925057e-01 -4.61492908e+00 5.48625365e+03 4.08525528e+00 -1.27391006e+00 -3.53263909e+03 -4.73504550e+03 5.64052730e+03 -4.42736633e+05
79122962_6371534875-63287152_2719505336,0.682,-9.22392237e-03 -2.59375882e-01 3.87073842e+02 2.52109932e-01 1.38762612e-02 -4.08925889e+01 -4.28115158e+02 1.83974861e+01 6.94077723e+03
77600296_4997051701-77522412_4780460527,0.637,-2.31841016e-01 -1.30151340e-01 6.66769680e+02 -2.12482951e+00 -1.40471135e+00 6.31207839e+03 2.50330655e+03 -3.76316434e+03 -2.29335031e+06
77600296_4997051701-77151900_277624143,0.649,1.01669072e-01 -2.77224885e+00 3.05290201e+03 2.60650580e+00 6.94090389e-02 -1.06954179e+03 -3.78500797e+03 9.56440319e+02 3.74102133e+05
77600296_4997051701-77056867_7461601108,0.627,-4.07926510e-01 3.09798837e-01 4.42050611e+02 -2.40032940e+00 5.90813989e-02 3.82541415e+03 1.66165613e+03 -3.55763107e+03 -2.07209642e+05
77600296_4997051701-63027789_7461595968,0.644,-3.32314617e-01 3.44144562e-01 2.94317908e+02 -2.32005697e+00 -7.58718407e-01 4.23689193e+03 1.95622097e+03 -3.08323402e+03 -1.00270288e+06
77600296_4997051701-62920559_282422375,0.671,1.25284074e-01 -3.24304804e+00 3.46745656e+03 3.10144233e+00 5.44765706e-02 -1.62153314e+03 -4.26900752e+03 1.42417464e+03 5.99904814e+05
77600296_4997051701-06788497_3085353292,0.62,-2.99608979e-03 8.06240099e-01 -8.52188689e+02 -7.30701952e-01 -2.10376031e-01 1.03173049e+03 9.98385441e+02 -8.25717679e+02 -2.28512139e+05
77600296_4997051701-05907640_5576489463,0.604,-3.27760690e-01 1.69766905e+00 -7.06673484e+02 -2.56548169e+00 -8.55905530e-01 4.40520989e+03 2.18634249e+03 -3.25727657e+03 -9.53438241e+05
77600296_4997051701-50095073_6418366613,0.637,-2.26409471e-01 1.77592216e+00 -1.92017151e+03 -1.72437691e+00 -7.30617016e-01 1.98532382e+03 2.61425797e+03 -1.05942646e+03 -4.85057250e+05
77600296_4997051701-63623059_8849912061,0.631,-3.44181345e-02 -3.95111873e+00 4.43844736e+03 3.97507524e+00 2.06280738e-02 -1.46317927e+03 -4.54709838e+03 1.41793405e+03 5.89554510e+04
77600296_4997051701-40100536_3431142134,0.643,1.73759727e-02 -4.95110124e-01 4.45814787e+02 -1.78228341e+00 -1.00929040e+00 5.88751385e+03 2.03147743e+03 -3.89469325e+03 -1.68293693e+06
40864945_6371463665-21526113_4379776807,0.655,-2.26556604e-01 4.14835248e-01 -7.45469506e+02 -2.21297364e-01 -1.48808565e-01 8.42929683e+01 8.42163985e+02 4.30128643e+02 -1.21085605e+05
40864945_6371463665-11122557_224876196,0.647,-2.18346243e-01 -1.15931131e+00 9.00945539e+02 1.08780046e+00 -1.89234711e-01 -9.09851281e+02 -7.04059607e+02 1.35478978e+03 -1.50440424e+05
40864945_6371463665-27210738_2045590131,0.619,1.76198874e-02 1.83655931e-01 -2.42033943e+02 -2.01847806e-01 -2.66495690e-02 4.47953756e+02 2.77967923e+02 -5.35954180e+02 2.39874174e+04
54163059_5716537618-28333479_2097887375,0.601,-2.06110184e-01 2.88604899e+00 -7.04447010e+03 -2.44568820e+00 2.93534500e+00 -9.71209344e+03 1.31291387e+04 5.70709338e+03 1.49064323e+06
91526402_8673579252-69868392_3604404326,0.605,-1.47750029e-01 2.47773668e+00 -2.56195254e+03 -2.50959388e+00 -1.18135488e-01 1.45521817e+03 2.31577373e+03 -1.21568380e+03 6.87340742e+04
91526402_8673579252-69759293_4547275305,0.618,-9.19588075e-02 9.34491678e-01 -1.98189335e+03 -1.12310670e+00 2.18037458e-02 -1.77557772e+03 1.97000204e+03 1.48294862e+03 1.19228418e+05
91526402_8673579252-64602886_907577570,0.651,1.42782150e-02 1.62442316e+00 -1.32834626e+03 -1.56198261e+00 4.00006843e-03 6.58683111e+02 1.24580027e+03 -9.62592201e+02 2.55611918e+05
91526402_8673579252-64223960_5316591967,0.637,7.22743784e-02 4.67437770e-01 -1.06332525e+03 -8.09712350e-01 8.22365669e-02 3.35312080e+03 1.08900795e+03 -2.95288015e+03 6.41634882e+04
91526402_8673579252-64212638_4064879957,0.607,-2.07168727e-02 2.80268264e+00 -3.25273104e+03 -2.79943334e+00 -1.70415636e-02 1.08567132e+03 2.67592342e+03 -9.92891881e+02 1.36301902e+05
91526402_8673579252-27632173_1671275972,0.669,-1.06323426e-02 9.94398866e-02 -2.37348167e+01 -3.91764269e-01 7.25402929e-02 2.80055423e+03 3.66235871e+02 -2.44279322e+03 -1.87779624e+05
91526402_8673579252-27034168_3934048864,0.694,-2.13509045e-02 4.11228161e-01 -9.72010953e+02 -5.38229951e-01 4.40670607e-02 -1.75745785e+03 1.14342008e+03 1.74401303e+03 -3.15683307e+05
91526402_8673579252-25930528_6781762,0.642,6.24135360e-02 2.20123337e+00 -2.36900125e+03 -1.96757348e+00 2.91289125e-02 7.03393301e+02 2.23079812e+03 -1.26070617e+03 5.10760984e+05
91526402_8673579252-62920559_282422375,0.621,2.03642627e-01 -4.75441046e+00 8.17968079e+03 3.76347196e+00 -1.94604327e+00 -7.26556675e+03 -5.13486973e+03 8.43786305e+03 -7.49990626e+05
91526402_8673579252-10875736_10366156803,0.687,-1.04292892e-02 1.79538966e+00 -1.96913701e+03 -1.88238069e+00 1.66758041e-01 -3.78798204e+02 2.22983196e+03 5.18875236e+02 -3.36593542e+05
91526402_8673579252-63287152_2719505336,0.68,-1.57409002e-01 1.77783928e+00 -1.40658347e+03 -1.83532648e+00 -1.47407355e-01 1.21032898e+03 1.38387677e+03 -1.09382785e+03 1.03861629e+05
77638341_4064879131-77151900_277624143,0.683,3.54800702e-02 -3.23992992e+00 4.23313230e+03 3.67498168e+00 -1.67658726e+00 -3.48596404e+03 -4.44588422e+03 4.97175717e+03 3.21382800e+05
77638341_4064879131-70216940_11604373513,0.613,-4.32389473e-01 -3.37931731e+00 5.08498411e+03 4.67686378e+00 -1.72744942e+00 -4.39485182e+03 -4.15313786e+03 5.65317103e+03 -1.54291933e+06
77638341_4064879131-64693381_4135965169,0.621,-1.31054906e-01 -3.40103986e+00 4.76395738e+03 4.64658696e+00 -2.47238562e-01 -2.44783281e+03 -5.87137426e+03 1.79730288e+03 1.04744541e+06
77638341_4064879131-62920559_282422375,0.685,2.45216548e-02 -3.57968375e+00 4.66666802e+03 4.00165841e+00 -2.03105046e+00 -3.82577492e+03 -4.69454585e+03 5.48957917e+03 4.03399242e+05
77638341_4064879131-56240925_168522816,0.601,1.41206627e-01 -1.49294861e-01 3.68182606e+02 2.52916675e-01 1.36593650e-01 -4.40896759e+02 -7.91719949e+02 -6.41908791e+01 3.90395989e+05
77638341_4064879131-40864945_6371463665,0.627,4.65116455e-02 -3.06804862e-01 6.02393228e+02 4.67985207e-01 9.99312096e-02 -1.70653075e+02 -7.04813703e+02 -1.02327993e+02 1.62812489e+05
77638341_4064879131-36009638_559975512,0.602,-2.16918334e-01 -3.04252189e+00 4.40776681e+03 3.69928594e+00 -1.62296810e+00 -3.10193512e+03 -5.01547705e+03 4.95028309e+03 5.02035578e+05
77638341_4064879131-39664712_6371434217,0.605,2.49576683e-02 -3.10349964e-01 6.06596282e+02 4.56519825e-01 7.79731175e-02 -1.22220249e+02 -6.99028942e+02 -9.83912793e+01 1.46205481e+05
50095073_6418366613-42578175_457568876,0.686,-1.11856117e-01 8.42294913e-02 1.00233918e+03 -3.37750508e-01 1.00475564e-02 2.21039439e+03 -9.53231847e+02 -1.90100560e+03 -2.07804987e+05
50095073_6418366613-05907640_5576489463,0.681,-5.57945162e-02 9.80399970e-02 1.33521381e+03 -6.78962099e-02 1.84601028e-01 2.11587727e+03 -1.42621256e+03 -2.03009404e+03 1.64136838e+04
50095073_6418366613-40864945_6371463665,0.649,-1.59686619e-01 -1.59800483e-01 1.84326883e+03 2.01475655e-02 7.22666097e-02 2.01832811e+03 -1.55492610e+03 -1.97642256e+03 -2.11936300e+05
50095073_6418366613-39664712_6371434217,0.625,-1.39432486e-01 -1.38920067e-01 1.69891705e+03 -3.67057492e-02 2.10069616e-03 2.16867769e+03 -1.53462983e+03 -1.95482975e+03 -2.57228139e+05
50095073_6418366613-49809790_3475639998,0.681,-3.59344212e-02 -5.42112682e-01 6.97960479e+02 5.11330029e-01 -6.49961962e-02 -1.35851890e+02 -7.80951061e+02 2.67029920e+02 -3.76999021e+03
99765221_4300410235-98653115_457567968,0.697,7.11197268e-02 4.39212448e+00 -5.32167435e+03 -4.44894445e+00 3.64544013e-01 1.77561499e+03 4.58399822e+03 -1.71467338e+03 -2.17845762e+05
99765221_4300410235-96713979_9585072075,0.688,4.02041299e-01 4.52059197e+00 -5.61134618e+03 -3.42306728e+00 4.11359217e-02 2.29331534e+03 4.41784331e+03 -3.50353343e+03 1.11326941e+06
99765221_4300410235-78782709_457568230,0.645,6.00441445e-02 4.60579723e+00 -5.57080497e+03 -4.70693162e+00 4.22143278e-01 1.83853302e+03 4.67637237e+03 -1.74734017e+03 -2.29058988e+05
99765221_4300410235-68153082_7213226096,0.681,1.66417852e-01 4.42602664e+00 -5.21665589e+03 -4.72614952e+00 2.79240510e-01 1.76797702e+03 4.17745808e+03 -1.73255619e+03 1.63680937e+05
99765221_4300410235-64693381_4135965169,0.625,-2.04074206e-01 -3.13187079e+00 4.54464697e+03 3.15432105e+00 -2.28094230e-01 -9.90827720e+02 -4.38526545e+03 1.41726493e+03 -1.89048603e+05
99765221_4300410235-64602886_907577570,0.682,9.09597569e-02 2.61854801e+00 -2.77446087e+03 -2.24133923e+00 -9.86507716e-02 1.51391165e+03 2.86710428e+03 -2.04923485e+03 3.20781984e+05
99765221_4300410235-27034168_3934048864,0.625,1.90635360e-02 1.44322269e+00 -2.35894844e+03 -1.29673634e+00 2.40896242e-01 -7.26385329e+02 2.64984348e+03 3.85148664e+02 4.72493435e+04
99765221_4300410235-25930528_6781762,0.675,1.92873251e-01 3.18975398e+00 -3.62311487e+03 -2.50798834e+00 -9.73199000e-02 1.53026100e+03 3.73289929e+03 -2.36346787e+03 4.85395218e+05
99765221_4300410235-63135281_5801848783,0.638,1.98263145e+00 2.81682674e+00 -5.12194212e+03 -3.34552043e+00 2.25723175e+00 4.93552864e+02 1.98577346e+03 -3.53545153e+03 2.25939272e+06
99765221_4300410235-63027789_7461595968,0.611,1.40989980e-01 3.33456989e+00 -3.62124952e+03 -3.74035606e+00 -2.21548204e-01 2.62337258e+03 3.23618686e+03 -2.55810121e+03 6.42175835e+05
99765221_4300410235-12447860_7511693888,0.631,9.82682478e-02 6.61487183e-01 -1.16930754e+03 -1.12291590e+00 -6.87427424e-01 3.68238256e+03 2.33990237e+03 -3.44456896e+03 -8.03299956e+05
99765221_4300410235-91526402_8673579252,0.659,4.22067632e-02 1.00943648e+00 -1.60267519e+03 -8.97866324e-01 -4.65971079e-02 8.76586640e+02 1.79160830e+03 -9.49749375e+02 -1.32670163e+05
99765221_4300410235-77638341_4064879131,0.666,1.68709517e-01 4.50677360e+00 -5.22738090e+03 -3.50152738e+00 -9.05924130e-02 2.09307688e+03 4.10779334e+03 -2.90554494e+03 9.73842813e+05
99765221_4300410235-96047910_4059946697,0.672,-1.19421196e-01 1.07018886e+00 -2.07388942e+03 -1.28463005e+00 1.17449607e-01 -1.89316487e+03 2.07842440e+03 1.42194919e+03 1.74806956e+05
99765221_4300410235-40100536_3431142134,0.625,1.82592041e-01 1.81246448e+00 -2.95109958e+03 -2.33219126e+00 -1.58076982e-01 4.68702041e+03 2.80496939e+03 -3.48165789e+03 -3.66088240e+05
99765221_4300410235-49331387_5131734970,0.676,-1.29913898e-01 -3.40765971e+00 4.86831682e+03 2.61842694e+00 -7.49766848e-01 -4.92447520e+03 -3.40275665e+03 5.86166070e+03 -1.60601105e+05
82938671_7461612508-78782709_457568230,0.673,7.08448256e-03 6.01852715e-01 -9.29739986e+02 -6.37863924e-01 -6.22562209e-02 -7.66097570e+01 9.08092463e+02 1.92135160e+02 -5.11583670e+04
82938671_7461612508-77522412_4780460527,0.667,2.30507629e-01 -8.20993071e-01 3.68271966e+02 2.88665473e-01 1.38513687e-01 1.31096774e+03 1.11830521e+02 -1.04435428e+03 -2.91913349e+05
82938671_7461612508-77151900_277624143,0.668,-3.08269694e-02 -3.86508944e+00 4.09142983e+03 3.82028207e+00 -4.27843408e-01 -3.32595193e+03 -4.43990238e+03 4.46134761e+03 -2.99608779e+05
82938671_7461612508-69868392_3604404326,0.61,-2.38379484e-03 3.21767506e-01 -4.10393204e+02 -3.19700811e-01 -6.35686387e-02 2.14931069e+02 4.78673478e+02 -1.55527786e+02 -1.27079389e+03
82938671_7461612508-64693381_4135965169,0.602,-1.93043921e-01 -4.12488903e+00 4.58172396e+03 4.22000679e+00 2.82851082e-01 -1.49412823e+03 -5.19330720e+03 1.56146949e+03 -2.57242612e+05
82938671_7461612508-64223960_5316591967,0.671,1.57933735e-01 -7.68776322e-01 2.18304998e+02 3.10982242e-01 -9.49137243e-03 1.13639248e+03 1.31906877e+02 -1.15551840e+03 -5.88216532e+04
82938671_7461612508-27632173_1671275972,0.609,1.29155387e-01 -1.02036649e+00 6.68251835e+02 5.88300214e-01 1.05649778e-01 8.31658564e+02 -3.72254552e+02 -9.13694059e+02 -1.32125003e+05
82938671_7461612508-62920559_282422375,0.693,-4.66784958e-02 -4.31047656e+00 4.56329916e+03 4.23619196e+00 -6.26692128e-01 -3.69127773e+03 -4.78789146e+03 4.91088056e+03 -2.30345903e+05
82938671_7461612508-19816447_8133775295,0.668,2.93973812e-01 -1.08659292e+00 5.04532336e+02 1.27713101e-01 3.10689271e-01 1.99873482e+03 3.01124835e+02 -1.39432692e+03 -1.22726525e+05
82938671_7461612508-42578175_457568876,0.624,6.31338404e-02 3.45811503e-01 -5.63512219e+02 -2.96887861e-01 -2.97394116e-02 1.63893568e+01 5.00260652e+02 -4.37607255e-01 5.57705602e+04
